cue_location,sequence_location,target_congruent,target_direction,response,correct,rt,sub,trial_num
down,up,no,right,right,1,0.6632545000175014,sub-donald_duck,430
both,down,no,left,left,1,0.7809908000053838,sub-donald_duck,424
up,down,no,left,left,1,0.7654306000331417,sub-donald_duck,342
down,up,no,right,right,1,0.6282650000648573,sub-donald_duck,38
up,up,yes,right,right,1,0.492867200053297,sub-donald_duck,10
up,down,no,left,left,1,0.7979684999445453,sub-donald_duck,587
up,up,no,left,left,1,0.6625726000638679,sub-donald_duck,593
down,down,no,left,left,1,0.8655384000157937,sub-donald_duck,578
both,up,yes,left,left,1,0.7305083000101149,sub-donald_duck,222
up,up,no,left,left,1,0.6291701999725774,sub-donald_duck,544
down,up,no,right,right,1,0.8324462999589741,sub-donald_duck,550
down,down,no,left,left,1,0.7643834999762475,sub-donald_duck,236
down,down,yes,right,right,1,0.6966896000085399,sub-donald_duck,551
up,up,yes,left,left,1,0.6461762000108138,sub-donald_duck,237
up,up,no,right,right,1,0.6611740000080317,sub-donald_duck,223
both,up,yes,right,right,1,0.6466250000521541,sub-donald_duck,545
down,down,yes,right,right,1,0.7645945000695065,sub-donald_duck,579
both,up,no,right,right,1,0.6631883999798447,sub-donald_duck,592
both,up,yes,left,left,1,0.8164722000947222,sub-donald_duck,586
up,down,yes,right,right,1,0.5600680999923497,sub-donald_duck,11
both,down,yes,right,right,1,0.5956898999866098,sub-donald_duck,39
up,down,no,right,right,1,0.9343077000230552,sub-donald_duck,425
up,up,yes,left,left,1,0.6118948999792337,sub-donald_duck,343
down,down,yes,left,left,1,0.8497032000450417,sub-donald_duck,357
both,up,no,left,left,1,0.6286861000116915,sub-donald_duck,431
up,up,yes,right,right,1,0.5946158999577165,sub-donald_duck,419
up,up,yes,right,right,1,0.5947080999612808,sub-donald_duck,380
up,down,no,right,right,1,0.9850141000933944,sub-donald_duck,394
up,up,yes,right,right,1,0.5444338000379503,sub-donald_duck,141
up,down,no,left,left,1,0.7300903999712318,sub-donald_duck,627
both,down,yes,left,left,1,0.6956124999560416,sub-donald_duck,633
up,down,no,right,right,1,0.6795915000839159,sub-donald_duck,155
both,up,no,right,right,1,0.7635635000187904,sub-donald_duck,169
both,up,yes,right,right,1,0.6114967000903562,sub-donald_duck,182
up,down,no,left,left,1,0.7646209000376984,sub-donald_duck,196
up,down,yes,left,left,1,0.5607836999697611,sub-donald_duck,132
both,up,yes,left,left,1,0.5259373999433592,sub-donald_duck,126
up,up,yes,left,left,1,0.6963072000071406,sub-donald_duck,640
both,down,no,left,left,1,0.7642045000102371,sub-donald_duck,495
up,down,no,right,right,1,0.7991761999437585,sub-donald_duck,481
up,up,no,right,right,1,0.8994887999724597,sub-donald_duck,330
up,down,no,left,left,1,0.6455735999625176,sub-donald_duck,456
both,down,yes,left,left,1,0.5439067999832332,sub-donald_duck,442
up,down,no,right,right,1,0.8317627999931574,sub-donald_duck,324
both,up,yes,right,right,1,0.5608451999723911,sub-donald_duck,318
both,down,no,right,right,1,0.8658406999893486,sub-donald_duck,287
down,down,no,left,left,1,0.8496785999741405,sub-donald_duck,76
down,up,no,left,left,1,0.7645365999778733,sub-donald_duck,62
both,down,yes,left,left,1,0.5433008000254631,sub-donald_duck,293
down,up,yes,left,left,1,0.781101300031878,sub-donald_duck,244
up,down,yes,left,left,1,0.6955493999412283,sub-donald_duck,522
down,up,no,left,left,1,0.6437571999849752,sub-donald_duck,536
down,down,yes,left,left,1,0.6277257000328973,sub-donald_duck,250
up,up,no,left,left,1,0.6794707000954077,sub-donald_duck,278
up,up,yes,left,left,1,0.5940001999260858,sub-donald_duck,89
down,up,yes,right,right,1,0.6629538000561297,sub-donald_duck,2
both,down,no,left,left,1,0.7460715000052005,sub-donald_duck,3
down,up,no,right,right,1,0.7812670000130311,sub-donald_duck,279
down,up,no,left,left,1,0.662629000027664,sub-donald_duck,88
down,up,yes,left,left,1,0.526319200056605,sub-donald_duck,537
down,down,no,right,right,1,0.8169546000426635,sub-donald_duck,251
both,up,no,right,right,1,0.6289863999700174,sub-donald_duck,245
up,up,no,left,left,1,0.6969139999710023,sub-donald_duck,523
down,up,no,right,right,1,0.7646983000449836,sub-donald_duck,63
up,up,yes,left,left,1,0.6117149000056088,sub-donald_duck,292
both,down,yes,left,left,1,0.6110617999220267,sub-donald_duck,286
both,up,yes,right,right,1,0.5107408000621945,sub-donald_duck,77
up,up,yes,left,left,1,0.916724000009708,sub-donald_duck,319
down,up,no,right,right,1,0.7133538000052795,sub-donald_duck,443
up,up,no,left,left,1,0.695604300010018,sub-donald_duck,325
up,down,yes,right,right,1,0.679686599993147,sub-donald_duck,331
down,down,no,left,left,1,0.6450499000493437,sub-donald_duck,457
up,down,no,left,left,1,0.8145489000016823,sub-donald_duck,480
both,down,yes,left,left,1,1.000954300048761,sub-donald_duck,494
both,up,yes,right,right,1,0.576795700006187,sub-donald_duck,127
both,down,yes,right,right,1,0.6456478999461979,sub-donald_duck,641
up,up,no,left,left,1,0.8988692999118939,sub-donald_duck,133
down,down,yes,right,right,1,0.5774506999878213,sub-donald_duck,643
up,up,yes,left,left,1,0.6118775999639183,sub-donald_duck,125
down,down,no,left,left,1,0.7803952000103891,sub-donald_duck,131
both,down,yes,left,left,1,0.6628386999946088,sub-donald_duck,119
down,up,no,left,left,1,0.6956598999677226,sub-donald_duck,482
both,down,no,right,right,1,0.7137139000697061,sub-donald_duck,496
both,down,no,right,right,1,1.0193788999458775,sub-donald_duck,327
up,down,yes,left,left,1,0.5953347999602556,sub-donald_duck,441
down,down,yes,left,left,1,0.5951365000801161,sub-donald_duck,455
both,up,yes,left,left,1,0.6965259000426158,sub-donald_duck,333
up,up,yes,left,left,1,0.6453687000321224,sub-donald_duck,469
both,up,no,right,right,1,0.7653882999438792,sub-donald_duck,290
up,up,yes,right,right,1,0.6289973999373615,sub-donald_duck,61
down,up,yes,right,right,1,0.4770591000560671,sub-donald_duck,75
both,down,no,left,left,1,0.8149364999262616,sub-donald_duck,284
up,up,no,right,right,1,0.6458466000622138,sub-donald_duck,49
up,up,no,left,left,1,0.7126776999793947,sub-donald_duck,253
both,down,no,left,left,1,0.8144924000371248,sub-donald_duck,535
down,up,yes,left,left,1,0.6967565000522882,sub-donald_duck,521
up,down,yes,right,right,1,0.5597183000063524,sub-donald_duck,247
both,down,yes,right,right,1,0.594688200042583,sub-donald_duck,509
both,up,no,left,left,1,0.7293679000576958,sub-donald_duck,1
down,down,no,left,left,1,0.7812856000382453,sub-donald_duck,0
up,up,yes,right,right,1,0.6115750999888405,sub-donald_duck,508
both,up,no,left,left,1,0.8152248000260442,sub-donald_duck,520
both,down,no,right,right,1,0.7295747000025585,sub-donald_duck,246
down,down,yes,right,right,1,0.5106505999574438,sub-donald_duck,252
up,up,yes,left,left,1,0.7464962999802083,sub-donald_duck,534
down,up,yes,left,left,1,0.5271501999814063,sub-donald_duck,48
up,up,yes,right,right,1,0.509446700103581,sub-donald_duck,74
down,up,no,left,left,1,0.6281349000055343,sub-donald_duck,285
up,down,yes,right,right,1,0.6286390000022948,sub-donald_duck,291
up,down,no,right,right,1,0.7135058999992907,sub-donald_duck,60
up,up,no,right,right,1,0.7634583000326529,sub-donald_duck,468
down,up,no,left,left,1,0.6633121999911964,sub-donald_duck,454
down,down,yes,right,right,1,0.7474932000041008,sub-donald_duck,332
down,down,yes,left,left,1,0.8997549000196159,sub-donald_duck,326
up,up,yes,left,left,1,0.6292914000805467,sub-donald_duck,440
down,down,yes,right,right,1,0.6966629999224097,sub-donald_duck,497
up,down,yes,right,right,1,0.5952171999961138,sub-donald_duck,483
down,up,no,right,right,1,0.7643410000018775,sub-donald_duck,118
down,down,no,right,right,1,0.7304726999718696,sub-donald_duck,130
both,up,yes,right,right,1,0.6786423999583349,sub-donald_duck,642
down,down,yes,right,right,1,0.6117152998922393,sub-donald_duck,124
up,up,no,right,right,1,0.9686843999661504,sub-donald_duck,108
up,down,yes,right,right,1,0.5277005999814719,sub-donald_duck,120
both,up,yes,left,left,1,0.6284417000133544,sub-donald_duck,646
down,down,yes,left,left,1,0.713388100033626,sub-donald_duck,134
up,up,no,right,right,1,0.6286299000494182,sub-donald_duck,487
down,up,yes,right,right,1,0.4928281999891624,sub-donald_duck,493
down,down,yes,left,left,1,0.6970230001024902,sub-donald_duck,478
down,up,yes,left,left,1,0.6276487000286579,sub-donald_duck,444
up,up,yes,right,right,1,0.7305510999867693,sub-donald_duck,322
both,up,no,left,left,1,0.7813108999980614,sub-donald_duck,336
both,down,yes,right,right,1,0.7801488999975845,sub-donald_duck,450
down,up,yes,right,right,1,0.5944287000456825,sub-donald_duck,58
up,up,yes,left,left,1,0.6962933000177145,sub-donald_duck,64
down,up,no,right,right,1,0.7299818000756204,sub-donald_duck,295
up,down,no,left,left,1,0.8146965999621898,sub-donald_duck,281
up,down,yes,left,left,1,0.5769266999559477,sub-donald_duck,70
both,down,yes,left,left,1,0.5767672000220045,sub-donald_duck,518
down,down,no,right,right,1,1.0520354999462145,sub-donald_duck,530
up,down,no,left,left,1,0.7470654000062495,sub-donald_duck,256
both,down,yes,right,right,1,0.6462810999946669,sub-donald_duck,242
down,up,no,left,miss,-1,,sub-donald_duck,524
down,up,no,left,left,1,0.663124900078401,sub-donald_duck,4
down,up,yes,left,left,1,0.6619053999893367,sub-donald_duck,5
both,up,yes,right,right,1,0.5942958999658003,sub-donald_duck,243
both,up,yes,left,left,1,0.6625859000487253,sub-donald_duck,525
both,down,yes,right,right,1,0.5945522000547498,sub-donald_duck,531
both,up,yes,left,left,1,0.5435176000464708,sub-donald_duck,257
up,up,no,right,miss,-1,,sub-donald_duck,519
up,down,yes,right,right,1,0.6456349999643862,sub-donald_duck,280
both,down,yes,left,left,1,0.6103954000864178,sub-donald_duck,71
both,up,yes,left,left,1,0.5768439999083057,sub-donald_duck,65
down,up,no,left,left,1,0.694515599985607,sub-donald_duck,294
down,down,no,right,right,1,0.7640995000256225,sub-donald_duck,59
up,down,yes,right,right,1,0.9516856999835,sub-donald_duck,337
down,down,no,right,miss,-1,,sub-donald_duck,451
up,up,yes,right,right,1,0.6116585999261588,sub-donald_duck,445
down,up,yes,right,miss,-1,,sub-donald_duck,323
down,up,yes,right,right,1,0.596260100021027,sub-donald_duck,479
up,up,yes,right,right,1,0.5958900999976322,sub-donald_duck,492
down,up,yes,left,left,1,0.6446186000248417,sub-donald_duck,486
both,down,yes,left,left,1,0.5945381999481469,sub-donald_duck,135
both,up,no,left,left,1,0.7469148999080062,sub-donald_duck,121
both,down,no,left,left,1,0.7979812999255955,sub-donald_duck,647
both,up,no,right,right,1,0.8665915000019595,sub-donald_duck,109
down,up,yes,left,left,1,0.6119683999568224,sub-donald_duck,137
down,up,no,left,left,1,0.7131388999987394,sub-donald_duck,645
down,up,yes,right,right,1,0.6284942000638694,sub-donald_duck,123
both,up,no,right,right,1,0.933467699913308,sub-donald_duck,490
down,up,no,right,right,1,0.763831099960953,sub-donald_duck,484
down,down,yes,right,right,1,0.6960752001032233,sub-donald_duck,309
up,up,no,left,left,1,0.6466983000282198,sub-donald_duck,453
both,down,no,left,left,1,0.8999407000374049,sub-donald_duck,335
both,up,no,left,left,1,0.6115163000067696,sub-donald_duck,321
down,down,no,left,left,1,0.8312434999970719,sub-donald_duck,447
down,down,yes,right,right,1,0.5611891999142244,sub-donald_duck,73
down,up,yes,left,left,1,0.5445077000185847,sub-donald_duck,282
both,down,no,left,left,1,0.7301905999192968,sub-donald_duck,296
both,up,yes,right,right,1,0.527424699976109,sub-donald_duck,67
both,up,yes,left,left,1,0.81523659999948,sub-donald_duck,269
down,up,no,left,left,1,0.6796557999914512,sub-donald_duck,98
both,up,yes,right,right,1,0.6116261000279337,sub-donald_duck,527
down,down,no,left,left,1,0.8156616000924259,sub-donald_duck,241
up,up,no,right,right,1,0.5768749000271782,sub-donald_duck,255
up,up,no,right,right,1,0.5768787000561133,sub-donald_duck,533
both,down,yes,right,right,1,0.6125353000825271,sub-donald_duck,7
up,up,yes,left,left,1,0.7814022999955341,sub-donald_duck,6
down,up,no,right,right,1,0.7618659000145271,sub-donald_duck,254
both,up,no,right,right,1,0.7129730000160635,sub-donald_duck,532
down,up,no,right,right,1,0.6792258999776095,sub-donald_duck,526
up,up,yes,right,right,1,0.5266452999785542,sub-donald_duck,240
up,down,no,right,right,1,0.8497619000263512,sub-donald_duck,268
down,down,yes,right,right,1,0.5769184000091627,sub-donald_duck,99
both,down,no,right,right,1,0.5946748000569642,sub-donald_duck,297
both,up,no,right,right,1,0.7132058999268338,sub-donald_duck,66
up,down,no,right,right,1,0.6795756999636069,sub-donald_duck,72
both,up,no,left,left,1,0.6283837000373751,sub-donald_duck,283
down,up,yes,left,left,1,0.6111370000289753,sub-donald_duck,320
both,up,no,left,left,1,0.7990811999188736,sub-donald_duck,446
both,up,yes,right,right,1,0.6267901000101119,sub-donald_duck,452
both,down,yes,right,right,1,0.7137009999714792,sub-donald_duck,334
both,up,yes,right,right,1,0.7124980000080541,sub-donald_duck,308
up,up,no,left,left,1,0.7464004000648856,sub-donald_duck,485
both,down,yes,right,right,1,0.5275243999203667,sub-donald_duck,491
up,up,no,right,right,1,0.712650700006634,sub-donald_duck,644
both,down,no,left,left,1,0.7296106000430882,sub-donald_duck,122
both,up,no,right,right,1,0.7300594000844285,sub-donald_duck,136
